,"Start Screen/Login/Signin",Einloggen,"Log In","Iniciar Sessão"
,"Start Screen/Login/Signin","Sie haben noch kein Konto?","Dont have an account?","Não tem uma conta?"
,,,,
,"Quote of the day","Zitat des Tages","Quote of the day","Citação do dia"
,"Quote of the day","Zeig mir das Buch.","Let me see the book.","Deixe-me ver o livro."
,"Quote of the day","Nicht mehr zeigen","Dont Show again","Não mostrar novamente"
,,,,
,,,,
,,,,
,Profil,Name,Name,Nome
,Profil,Alter,Age,Idade
,Profil,Land,Country,País
,Profil,Beziehungs-Status,"Relationship Status","Status de Relacionamento"
,Profil,Präferenzen,Preferences,Preferências
,Profil,"Ich will Spaß haben","I am here to have fun","Estou aqui para me divertir"
,Profil,"Ich möchte eine höhere Intimität ","I want to improve our intimacy level.","Quero melhorar o nosso nível de relacionamento"
,Profil,"Ich möchte mehr Wertschätzung und Respekt","Appreciation and respect","Aumentar a apreço e o respeito"
,Profil,"Ich möchte unsere Streitkultur verbessern.","Conlfict management","Aprender a lidar com conflitos"
,Profil,"ich möchte unsere Kommunikation verbessern","Improve our Communication","Melhorar a nossa comunicação"
,Profil,Selbstreflektion,Self-reflection,Autorreflexão
,Profil,"tiefere Verbundenheit","Create a save attachment","Criar ligação segura"
,Profil,"Foto bearbeiten","Change Photo","Alterar foto"
,Profil,"Änderungen speichern","Save changes","Savar alterações"
,Profil,"meinen Account löschen","Delete my acount","Apagar a minha conta"
,Profil,speichern,Save,Salvar
,Profil,"Profil-Foto ändern","Change profil photo","Alterar foto do perfil"
,Profil,"Galerie öffnen","Open gallery","Galeria aberta"
,Profil,"Foto löschen","Delete Photo","Apagar foto"
,Profil,"Foto aufnehmen","take photo","Tirar foto"
,,,,
,,,,
,"Homepage - First Start",Start,"First Start","Primeiro início"
,"Homepage - First Start","Beginnt Eure Ihre Reise jetzt!","Your journey starts here","Comece sua jornada agora!"
,,"Lasst und gleich in Eure erste Sitzung eintauchen.","Let’s dive into your first session","Vamos nos aprofundar em sua primeira sessão"
,,"Sonderangebot, wenn Sie jetzt LoveWorkz Premium abonnieren","Special offer when you subscribe to LoveWorkz Premium","Oferta especial ao assinar o LoveWorkz Premium"
,,,,
,,"Wollt ihr mehr tun?","Want to explore more?","Quer fazer mais?"
,,"Themen im Trend","Trending topics","Tópicos de tendência"
,,"Challenges im Trend","Trending challenges","Desafios de tendências"
,,,,
,"Pre - session","Heutige Sitzung","Today’s session","Sessão do dia"
,"Pre - session","Alle Sitzungen von Personal Growth anzeigen ","See all sessions of Personal Growth ","Ver todas as sessões de Crescimento pessoal "
,"Pre - session",Einklappen,Collapse,Colapso
,"Pre - session",Fragen,Questions,Perguntas
,"Pre - session",Challenge,Challenge,Desafio
,"Pre - session","Sitzung Beginnen","Begin Session","Iniciar sessão"
,"Pre - session","Wie geht es uns heute?","How are we today?","Como estamos hoje?"
,Session,"Von 10 (ich fühle mich großartig) bis 1 (lass mich in Ruhe). Für alles unterhalb von 7: Gönn dir eine Pause und verschiebe die Sitzung auf einen anderen Tag. PS: Schalte dein Handy in den Flugmodus, um Ablenkungen zu vermeiden.","From 10 (I feel great) to 1 (leave me alone). For anything below 7: give yourself a break and postpone the session to another day. PS: Switch your cell phone to airplane mode to avoid distractions.","De 10 (estou me sentindo ótimo) a 1 (deixe-me em paz). Para qualquer coisa abaixo de 7: dê um tempo a si mesmo e adie a sessão para outro dia. PS: Coloque seu celular no modo avião para evitar distrações."
,Session,"Hinweis:
Wechselt euch beim Stellen von Fragen an euren Partner ab und hört zu, ohne zu unterbrechen. Wenn dein Partner/in eine Frage nicht beantworten möchte, zieht einfach eine andere Karte. Kein Urteilen oder Kritisieren, hört genau zu und seid unterstützend und zeigt Empathie. Wechselt die Rollen zwischen Zuhörer und Sprecher.","Note:
Take turns asking questions to each other. Make sure to listen to your partner's answers without interrupting. If they prefer not to answer a question, just move on and pick another card. Remember, no judging or criticizing. Just pay close attention, offer your support, and be empathetic. Don’t forget to switch between being the listener and the speaker.","Observação:
Revezem-se fazendo perguntas um ao outro. Não deixe de ouvir as respostas de seu parceiro sem interromper. Se ele preferir não responder a uma pergunta, basta seguir em frente e escolher outro cartão. Lembre-se: nada de julgar ou criticar. Apenas preste muita atenção, ofereça seu apoio e seja empático. Não se esqueça de alternar entre ser o ouvinte e o orador."
,Session,"neee nicht heute","naah not today","naah não hoje"
,Session,"Cool, legen wir los","Amazing, lets do it","Incrível, vamos lá"
,Session,"Einfach weiterwischen","Swipe to proceed","Deslize para continuar"
,Session,"Ihr macht das großartig! Weitermachen","You’re doing great! Proceed","Você está indo muito bem! Prossiga"
,Session,"Gute Arbeit! Weiter so","Nice work! Keep going","Bom trabalho! Continue assim"
,Session,"Auf zur Nächsten!","Onto the next!","Vamos para a próxima!"
,Session,"Ihr habt's drauf! Einfach weiterwischen","You’ve got this! Swipe for the next one","Você conseguiu! Passe o dedo para a próxima"
,Session,"Gut gemeistert! Nächste Frage wartet schon","You’re acing this! Next question awaits","Você está ganhando esta! A próxima pergunta o aguarda"
,Session,"Ihr seit großartig! Macht weiter so.","You’re great! Proceed","Você é ótimo! Continue"
,,,,
,Break,"Gut gemacht!","Well Done!","Muito bem!"
,Break,"Du hast den Fragenteil erfolgreich gemeistert. Das war doch gar nicht so schlimm, oder?","You have successfully mastered the question part. Wasn’t that bad, was it?","Você dominou a parte das perguntas com sucesso. Não foi tão ruim, foi?"
,Break,"Meistern Sie jetzt die kommende Challenge, um diese Sitzung erfolgreich abzuschließen. "," Master the upcoming challenge now to successfully complete this session. ","Domine o próximo desafio agora para concluir esta sessão com sucesso. "
,Break,"Auf geht's zu dieser Herausforderung","Let’s do this challenge","Vamos fazer esse desafio"
,Break-Pop-Up,"Gute Arbeit.
Macht eine kleine Pause und sprecht darüber, was euch gefallen und was euch nicht gefallen hat. Welche Fragen fandet ihr schwierig und welche waren einfach? Warum?","Nice job.
Take a little break and talk about what you liked and disliked. Which questions did you find difficult and which were easy? Why?","Bom trabalho.
Façam um pequeno intervalo e conversem sobre o que gostaram e o que não gostaram. Quais perguntas você achou difíceis e quais foram fáceis? Por quê?"
,Break-Pop-Up,"Nächster Halt: Challenges*","Next Stop: Challenges*","Próxima parada: Desafios*"
,Break-Pop-Up,"*Jede Sitzung schliesst mit einer Challenge ab; betrachtet Sie als eine Art Hausaufgabe oder als ein neues Werkzeug, dass ihr in Zukunft benutzen könnt.","*Each session concludes with a challenge; think of it as a homework assignment or a new tool you can use in the future.","*Cada sessão termina com um desafio; pense nele como uma tarefa de casa ou uma nova ferramenta que você poderá usar no futuro."
,,,,
,"Intro Challenge","Eure heutige Challenge","Your today’s challenge","Sua desafio do dia"
,"Intro Challenge","Hintergund zur Challenge","Challenge backround","Contexto do desafio"
,"Intro Challenge","Wir sind bereit, legen wir los!","We’re ready. Let’s do it!","Estamos prontos. Vamos lá!"
,,,,
,"Session End",Fantastisch!,Fantastic!,Fantástico!
,"Session End","Ihr habt Eure 1. von 5 Sitzungen im Level Basic abgeschlossen","You’ve finished your 1st of 5 sessions in the Basic level","Vocês concluíram a primeira das 5 sessões do nível Básico."
,"Session End","Fandet Ihr die Fragen relevant für Eure Beziehung? ","Did you find the Questions relevant to your relationship? ","Acharam as perguntas relevantes para o relacionamento de vocês?"
,"Session End",Nö,Nope,Não
,"Session End",Ja,Yes,Sim
,"Session End","Wie schwierig würdet Ihr die Fragen in dieser Sitzung einstufen?","How difficult would you rate the Questions in this session?","Qual o grau de dificuldade que vocês classificariam para as perguntas desta sessão?"
,"Session End",Leicht,Easy,Fácil
,"Session End",Schwierig,Difficult,Difíceis
,"Session End","Wie sehr glaubt Ihr, dass diese Challenge Euch in Zukunft helfen wird?","How much do you think this Challenge will help you in future?","O quanto vocês acham que esse desafio ajudará vocês no futuro?"
,"Session End","Nicht viel","Not much",Pouco
,"Session End","Sehr viel","A lot",Muito
,"Session End","Wie sehr hat Euch die gesamte Sitzung gefallen?","How much did you enjoy the whole Session?","O quanto vocês gostaram da sessão inteira?"
,"Session End","Wir haben es gehasst","Hated it",Odiei
,"Session End",Sehr,"A Lot",Muito
,"Session End","Sagt uns, was wir verbessern können / Habt Ihr Ideen für eine Challenge?","Tell us what we can improve / Do you have an idea for a challenge?","Diga-nos o que podemos melhorar / Vocês têm ideias para um desafio?"
,"Session End","Mit Vorschlägen oder echtem Feedback können wir das Erlebnis für Euch noch besser machen","Any propositions or your genuine feedback will allow us to make the experience even better for you","Com sugestões ou feedback real, podemos tornar a experiência ainda melhor para vocês."
,"Session End",Senden,Send,Enviar
,,,,
,"Quadrant End",Selbstentfaltung,"Personal Growth","Crescimento pessoal"
,"Quadrant End",Freundschaft,Friendship,Amizade
,"Quadrant End","Kommunikation & Konfliktbewältigung","Communication & Conflictresolution","Comunicação e resolução de conflitos"
,"Quadrant End","Geteilte Träume","Shared Dreams","Sonhos compartilhados"
,"Quadrant End","Toller Job!","Great Job!","Ótimo trabalho!"
,"Quadrant End","Sie haben alle Sitzungen im Bereich ""Persönliches Wachstum"" erfolgreich gemeistert.
Nächster Schritt: Freundschaft","You have successfully mastered all sessions in the Personal Growth area.

Next Step: Friendship","Vocês dominaram com sucesso todas as sessões da área de Crescimento Pessoal.

Próxima etapa: Amizade"
,"Quadrant End","Fandet Ihr die Fragen relevant für Eure Beziehung? ","Did you find the Questions relevant to your relationship? ","Acharam as perguntas relevantes para o relacionamento de vocês?"
,"Quadrant End",Nö,Nope,Não
,"Quadrant End",Ja,Yes,Sim
,"Quadrant End","Wie schwierig würdet Ihr die Fragen in dieser Sitzung einstufen?","How difficult would you rate the Questions in this session?","Qual o grau de dificuldade que vocês classificariam para as perguntas desta sessão?"
,"Quadrant End",Leicht,Easy,Fácil
,"Quadrant End",Schwierig,Difficult,Difíceis
,"Quadrant End","Wie sehr glaubt Ihr, dass diese Challenge Euch in Zukunft helfen wird?","How much do you think this Challenge will help you in future?","O quanto vocês acham que esse desafio ajudará vocês no futuro?"
,"Quadrant End","Nicht viel","Not much",Pouco
,"Quadrant End","Sehr viel","A lot",Muito
,"Quadrant End","Wie sehr hat Euch der gesamte Quadrant gefallen?","How much did you enjoy the whole Quadrant?","O quanto vocês gostaram de todo o Quadrante?"
,"Quadrant End","Wir haben es gehasst","Hated it",Odiei
,"Quadrant End",Sehr,"A Lot",Muito
,"Quadrant End","Sagt uns, was wir verbessern können / Habt Ihr Ideen für eine Challenge?","Tell us what we can improve / Do you have an idea for a challenge?","Diga-nos o que podemos melhorar / Vocês têm ideias para um desafio?"
,"Quadrant End","Mit Vorschlägen oder echtem Feedback können wir das Erlebnis für Euch noch besser machen","Any propositions or your genuine feedback will allow us to make the experience even better for you","Com sugestões ou feedback real, podemos tornar a experiência ainda melhor para vocês."
,"Quadrant End",Senden,Send,Enviar
,,,,
,,,,
,"Level End","Toller Job!","Great Job!","Ótimo trabalho!"
,"Level End","Sie haben alle Sitzungen im Bereich ""Persönliches Wachstum"" erfolgreich gemeistert.","You’ve finished Starter level.  Next Step -> Basic Level.
","Vocês concluíram o nível Starter.  Próxima etapa -> Nível básico."
,"Level End","Fandet Ihr die Fragen relevant für Eure Beziehung? ","Did you find the Questions relevant to your relationship? ","Acharam as perguntas relevantes para o relacionamento de vocês?"
,"Level End",Nö,Nope,Não
,"Level End",Ja,Yes,Sim
,"Level End","Wie schwierig würdet Ihr die Fragen in dieser Sitzung einstufen?","How difficult would you rate the Questions in this session?","Qual o grau de dificuldade que vocês classificariam para as perguntas desta sessão?"
,"Level End",Leicht,Easy,Fácil
,"Level End",Schwierig,Difficult,Difíceis
,"Level End","Wie sehr glaubt Ihr, dass diese Challenge Euch in Zukunft helfen wird?","How much do you think this Challenge will help you in future?","O quanto vocês acham que esse desafio ajudará vocês no futuro?"
,"Level End","Nicht viel","Not much",Pouco
,"Level End","Sehr viel","A lot",Muito
,"Level End","Wie sehr hat Euch das gesamte Level gefallen?","How much did you enjoy the whole Level?","O quanto vocês gostaram do nível inteiro?"
,"Level End","Wir haben es gehasst","Hated it",Odiei
,"Level End",Sehr,"A Lot",Muito
,"Level End","Sagt uns, was wir verbessern können / Habt Ihr Ideen für eine Challenge?","Tell us what we can improve / Do you have an idea for a challenge?","Diga-nos o que podemos melhorar / Vocês têm ideias para um desafio?"
,"Level End","Mit Vorschlägen oder echtem Feedback können wir das Erlebnis für Euch noch besser machen","Any propositions or your genuine feedback will allow us to make the experience even better for you","Com sugestões ou feedback real, podemos tornar a experiência ainda melhor para vocês."
,"Level End",Senden,Send,Enviar
,,,,
,,,,
,"Homepage - First Start",Start,"First Start","Primeiro início"
,"Homepage - First Start","Beginnt Eure Ihre Reise jetzt!","Your journey starts here","Comece sua jornada agora!"
,"Homepage - First Start","Lasst und gleich in Eure erste Sitzung eintauchen.","Let’s dive into your first session","Vamos nos aprofundar em sua primeira sessão"
,"Advertising on homepage","Sonderangebot, wenn Sie jetzt LoveWorkz Premium abonnieren","Special offer when you subscribe to LoveWorkz Premium","Oferta especial ao assinar o LoveWorkz Premium"
,,,,
,Homepage,"Wollt ihr mehr tun?","Want to explore more?","Quer fazer mais?"
,Homepage,"Themen im Trend","Trending topics","Tópicos de tendência"
,Homepage,"Challenges im Trend","Trending challenges","Desafios de tendências"
,Homepage,"Dein derzeitiges Intimitäts-Level","Your current intimacy level","Seu nível atual de intimidade"
,Homepage,"Willkommen zurück","Welcome back","Bem-vindo de volta"
,Homepage,"Weiterspielen, wo wir aufgehört haben","Continue where you left off","Continue de onde você parou"
,Homepage,Intimitäts-Level,"Intimacy level","Nível de intimidade"
,Homepage,Starter,Starter,Iniciante
,Homepage,Basic,Basic,Básico
,Homepage,Deep,Deep,Profundo
,Homepage,"Intim ",Intimate,Íntimo
,Homepage,Hot,Hot,Quente
,Homepage,"All in one","all in one","Tudo em um"
challenge.specialChallengeTitle,,,Specials,
challenge.tab_special,,,Special,
challenge.title,Homepage,Challenges,Challenges,Desafios
challenge.tab_core,,,Core,
challenge.lockedPopupTitle,,,"Sorry, these challenges are still locked",
,Homepage,"alle entdecken","See all","Ver tudo"
,Homepage,zurück,"Go back",Voltar
,,,,
,,,,
,Settings,Sprache,Language,Idioma
,Settings,Dunkel,"Dark mode","Modo escuro"
,Settings,Profil,Profile,Perfil
,Settings,"Wie wird gespielt?","How to use","Como utilizar"
,Settings,"Über uns",About,Sobre
,Settings,Kontakt,"Contact us",Contacte-nos
,Settings,Partner,Partners,Parceiros
,Settings,"allgemeine Geschäftsbedingungen und Datenschutzerklärung","Terms of use & Privacy Policy","Termos de utilização & Política de Privacidade"
,Settings,Deutsch,german,Alemão
,Settings,Englisch,"english ",Inglês
,Settings,Portugiesisch,portuguese,Português
,Settings,"Foto ändern","change photo","Alterar foto"
auth.change_password,Settings,"Passwort ändern","change password","Alterar Senha"
auth.current_password,,,"Current password",
auth.enter_current_password,Settings,"aktuelles Passwort eingeben","enter current password","Inserir senha atual"
auth.enter_new_password,Settings,"neues Passwort eingeben","enter new password","Inserir nova senha"
auth.new_assword,,,"New password",
auth.repeat_password,Settings,"Passwort wiederholen","repeat password","Repetir senha"
auth.repeat_new_password,Settings,"neues Passwort wiederholen","repeat new password","Repetir nova senha"
,Settings,Sichern,Save,Salvar
,,,,
,,Kontakt,"Contact us",Contate-nos
,,"erzähle deinen Freunden von uns","share us with ur friends","Compartilhe com seus amigos"
,,Partner,Partners,Parceiros
,,"Über die App","About the app","Sobre o aplicativo"
auth.logout,,ausloggen,"Log Out",Sair
,,abbrechen,Cancel,Cancelar
,,"Konto löschen","Delete you account","Deletar conta"
,,,,
,Categories,"Meine Kategorien","my categoies","Minhas Categorias"
categories.lockPopupTitle,,,"Sorry, the category is locked",
categories.lockPopupText,,,"In order to unlock the next stage, you need to fully answer and master the questions and challenges in the current step. This approach (4-Steps to Love) is designed to ensure you don't move forward prematurely, so you can get the maximum therapeutic effect from each stage.",
challenge.lockedPopupText,,,"In order to unlock the next stage, you need to fully answer and master the questions and challenges in the current step. This approach (4-Steps to Love) is designed to ensure you don't move forward prematurely, so you can get the maximum therapeutic effect from each stage",
,,"Kategorie hinzufügen","add categories","Adicionar Categoria"
,,,"to get to know you on a deeper level","Para te conhecer em um nível mais profundo"
,,,,
,"questions library","Fragen - Bibliothek","questions library","Biblioteca de perguntas"
categories.favourites,"questions library",Favoriten,favourites,Favoritos
,"questions library","Kategorie hinzufügen","add category","Adicionar categoria"
categories.categories,"questions library",Kategorie,categories,Categorias
,"questions library",Topics,Topics,Topics
,"questions library",Konflikt,Conflict,Conflito
,"questions library",Fun,Fun,Diversão
,"questions library",Respect,respect,Respeito
,"questions library",Wertschätzung,appreciation,Admiração
,"add to favourites","Neue Kategorie hinzufügen","create a new category","Criar uma nova categoria"
,"add to favourites",Titel,title,Título
,"add to favourites","Name für Kategorie eingeben","enter a category title","Insira um título de categoria"
,cards,LOVEWORKZ,LOVEWORKZ,LOVEWORKZ
,cards,weiter,continue,Continuar
,cards,"nicht wieder zeigen","dont show again","Não mostrar de novo"
,cards,"Wow, das ging aber schnell","wow! That was fast","Uau! Isso foi rápido!"
,cards,"Denk daran, das ist ein Marathon und kein Sprint.","Remember it's a marathon and not a sprint, so please take your time answering & discussing the questions!","Lembre-se que não se trata de uma maratona e nem uma corrida, por isso, por favor, leve o tempo que precisar para responder e discutir sobre as perguntas!"
books.title,books,Literatur,literature,Literatura
books.recommended,books,"empfohlen für dich","recommended for you","Recomendado para você"
,books,suchen,search,Pesquisa
,books,Kategorie,"category 1","Categoria 1"
,books,"Jetzt kaufen","buy now","Comprar agora"
,shop,"Erhalten Sie Zugang zu allen Kategorien und Herausforderungen","Get access to all categories and challenges","Tenha acesso a todas as categorias e desafios"
,shop,"Holen Sie sich jetzt den vollen Zugang und fangen sie bereits heute an ihr Beziehung zu verbessern.","Get full access now and improve your realtionship starting from today.","Obtenha acesso total agora e melhore seu relacionamento a partir de hoje."
,shop,"jetzt kaufen","buy now","Comprar agora"
,shop,"Zugang zu allen Kategorien und Herausforderunge & ohne Werbung","access to all categories and challenges and no ads","acesso a todas as categorias e desafios, sem anúncios"
,shop,"Holen sie sich den jährlichen Zahlungsplan und bekommen sie 12 Monate für den Preis von 10.","Get the annual payment plan and get 12 months for the price of 10.","Adquira o plano de pagamento anual e pague somente por 10 meses!"
,shop,"sehr beliebt",popular,"muito popular"
,shop,"early Bird - 30% Rabatt","early Bird - 30% off","Early Bird - 30% de desconto"
,Settings,Intimitäts-Level,"Your current Intimacy level","O seu nível de intimidade atual"
,Settings,"Starte erneut durch","Quick Start","Início rápido"
,Settings,"Bitte Namen eingeben","Enter Name","Insira o nome"
,Settings,"Bitte Alter eingeben","Enter Age","Inserir idade"
,Settings,"stabilere Bindung aufbauen","Create safe attachment","Criar ligação segura"
,Settings,Einstellungen,Settings,Configurações
,Settings,"heller Modus","Light mode","Modo de luz"
,Settings,"Zitat des Tages","Quote of the day","Citação do dia"
,Settings,"bitte gib deine Daten ein","Enter your data","Insira os seus dados"
books.books,Settings,Bücher,Books,Livros
books.see_more,Settings,"Mehr entdecken","See more","Ver mais"
books.description,Settings,Beschreibung,Description,Descrição
,Settings,"kein Ergebnis","No Results","Sem resultados"
,Settings,Paket,package,"Pacote                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
,Settings,"Weniger anzeigen","Show less","Mostrar menos       "
,Settings,"Mehr anzeigen","Show more","Mostrar mais      "
,Settings,"Bitte bestätigen",confirm,"Confirmar      "
auth.field_is_required,Settings,"Bitte Felder ausfüllen","Field is required","O Campo Loja é obrigatório"
auth.invalid_email_address,Settings,"ungültige Email Adresse","Invalid email address","Endereço de e-mail inválido"
auth.incorrect_email_or_password,Settings,"Email oder Passwort ungültig","Incorrect email or password","E-mail ou palavra-chave incorretos"
,Settings,"max. Länge","Max length is","O comprimento máximo é"
,Settings,"min. Länge","Min length is","O comprimento mínimo é"
auth.invalid_password,Settings,"falsches Passwort","Invalid password","Senha inválida"
auth.email_is_already_in_use,Settings,"Die eingegebene Adresse ist bereits registriert","The email address is already in use by another account","O endereço de e-mail já está sendo utilizado por outra conta"
auth.user_not_found,Settings,"Benutzername nicht gefunden","User not found","Usuário não encontrado"
auth.something_went_wrong,Settings,"uups da ist wohl etas falsch gelaufen","Something went wrong","Algo deu errado"
auth.invalid_age,Settings,"ungültiges Alter","invalid age","Idade inválida"
auth.password_must_contain_lowercase,"Start Screen/Login/Signin","Passwort muss Großbuchstaben, Kleinbuchstaben, Nummern, Sonderzeichen  (#,$,@,!,_,%,&,*,?) beinhalten und mind. aus 8 Stellen  umfassen.","Password must contain lowercase, uppercase, number, special character (#,$,@,!,_,%,&,*,?) and at least 8 characters in length","A palavra-chave deve conter letras minúsculas, maiúsculas, números, caracteres especiais (#,$,@,!,_,%,&,*,?) e pelo menos 8 caracteres"
